text,topic,probability,topic_label
"i received a coupon which said "" open or upgrade to chase sapphire banking account. transfer a total of {$75000.00} and maintain it for 90 days. then i will get xxxx ultimate rewards bonus points. so i upgraded my account at a chase bank with the coupon and transfer {$75000.00} to my account on xxxx xxxx. now 90 days past i have not received any points. i called chase customer service they said i have to to the branch which i opened my account to solve the problem. then i went to the branch. a banker checked my account and told me the person who upgraded my account did not apply the coupon successfully. that's why i have not received the coupon. this is really wired because i saw the person who upgrade my account type in the coupon. and it is the bank 's fault. they said i can't get what they promise just because their mistake. this is unacceptable.",-1,0.0,-1_the_xxxx_to_and
"i made a purchase with xxxx xxxx xxxx on xx/xx/2019 in the amount of {$38.00}. i was charged twice for this transaction. i placed a disputes case with chase bank on xx/xx/2019 when i noticed the charge on my account. i called back on sunday, xx/xx/2019 about the provisional credit for the charge and again on monday, xx/xx/2019. i was told the charge had to post before a provisional credit could be provided. i used my debt card on monday, xx/xx/2019 then tried to use it again but it would not work. i went to chase bank on xxxx xxxx xxxx in xxxx xxxx, nevada and was told that my account was closed due to fraudulent activity. i was shocked because i had not reported fraud on my account. i later found out that i was being accused by the disputes department of placing a fraudulent disputes case for the duplicate charge from xxxx xxxx  xxxx. i later contacted xxxx xxxx  xxxx again and was told that they did see a duplicate charge and would credit my account within 3 - 5  days. i contacted the chase disputes department again on monday, xx/xx/xxxx. 2019 and explained thaxxxx xxxx xxxx xxxx would credit my account and that i did not like being accused of making a fraudulent disputes claim. the escalation manager did not care and told me that chase decision on closing my account was final. i had been a customer of chase for xxxx   years. my character has been challenged by the disputes agents and i consider this to be detrimental to my character and slander. 

i am not seeking to keep my account open with chase but i also do not want chase reporting that they closed my checking account involuntarily. 

once again, i do not want chase to have the checking account that i had with them being reflecting on any public records as being closed as involuntary closure by chase. 

i did nothing wrong by filing a disputes claim for the duplicate charge or any other disputes cases that were filed in the past.",-1,0.0,-1_the_xxxx_to_and
"in xxxx of this year chase withdrew money from my escrow account to pay my property taxes. however, they also withdrew money to pay for another property that i do not own or has any connection with me or my account. 

this left me in an escrow shortage and they have adjusted my monthly payment to reflect this as well. i called to explain their mistake, and they took two weeks but finally managed to remove the incorrect parcel from my account. 

however, they are not refunding the erroneous tax payment they made from my escrow account and are instead "" waiting '' for the local municipality to refund the money. 

from my perspective, chase, without my immediate knowledge or permission has misappropriated funds from my escrow account and now i am stuck footing the bill until they get the money back.",-1,0.0,-1_the_xxxx_to_and
"i currently have over xxxx chase ultimate rewards points, which are worth at least {$7500.00}. 

around xx/xx/2018 ( 4 months ago ), when i tried to access my chase ultimate rewards account ( or even activate the 5 % bonus on chase freedom ), i would get shown this page that says "" we are unable to complete your request at this time '' ( image attached as well ) : xxxx : xxxx at first i thought it was just a temporary error ( which isn't uncommon for chase ), but after 2 weeks this was still happening, so i called customer support. they opened a ticket, got escalated to their tech team, but when i would call back to find out what happened, they told me that the case had been closed. this happened 3 times, and each call has taken a lot of time to explain the situation and verify a bunch of information. 

going from ultimaterewards.com and chase.com have the  same result. 

i'm not able to use these points by phone either, because the operators for the travel center are not able to access my account/points neither. 

i've tried every browser, both xxxx and xxxx computers, and the xxxx chase phone application. they all send me to the page that says "" we are unable to complete your request at this time '' on xx/xx/xxxx, i looked up some people that work in ultimate rewards on xxxx, and cold called a vp of customer relations. he acted like he was helpful at first, and we exchanged some emails. he eventually said i can buy a flight/hotel using chase sapphire and if i give him the details, he will deduct the appropriate points and credit my credit card for the purchase. 

long story short, he wasn't able to fix anything. 

i can see that i'm still collecting points, but i haven't been able to access it. 

i travel a lot, and it's become a huge inconvenience that i'm not able to access these points which i intended to use for travel. i need to get this issue resolved asap.",-1,0.0,-1_the_xxxx_to_and
"i am xxxx military member ( xxxx ) with the xxxx. chase auto finance is refusing to pay on the gap insurance/waiver coverage that i purchased at the time i signed the financing agreement. while stationed at xxxx i purchased a xxxx cadillac ats premium and financed the vehicle with chase auto finance. when i purchased the vehicle the original financing agreement included an option to purchase gap insurance for an additional {$690.00}. the provider of the gap insurance was "" xxxx xxxx '' however i was also required to sign a gap waiver addendum which stated that what was purchased was not insurance, but an agreement for chase auto finance to waive any deficiency in the event the vehicle was totaled. chase auto finance agreed in writing for me to ship my vehicle to xxxx when i received military orders re-assigning me to xxxx. the letter explicitly authorized me to drive the vehicle here in xxxx while i am stationed overseas. the vehicle was totaled in an accident. now chase is refusing to honor the gap insurance/waiver provisions because the loss occurred outside of the united states or xxxx. they are also refusing to release the lien on the vehicle so that the salvage value can be recovered and sent to the bank. i simply want chase bank to honor its commitment to cover the deficiency between the insurance payout and the remaining balance on the loan ( {$1300.00} if the salvage value of {$8000.00} is paid ).",-1,0.0,-1_the_xxxx_to_and
"to whom it may concern, chase bank charged wrongly overdraft fees, i have alert of low balance or unsuficent fee balance and always deposit immediatly to cover transactions if needed but chase always changed the order and charged me overdraft fee anyway. when you call they said their per their guidelines they don't refund more then 2 overdrawft doesn't matter bank fault or not.

taken {$34.00} from people is money just because you can is not ok.

see attached documents. when chase refund, they always find the way to take back what they refunded in first place.",-1,0.0,-1_the_xxxx_to_and
"i made a purchase of {$260.00} on xx/xx/xxxx. i made payments of {$160.00} on xx/xx/xxxx and {$260.00} on xx/xx/xxxx. the minimum payment was {$140.00}. the closing date was xx/xx/xxxx ( please see attached statement ). that statement ( xx/xx/xxxx ) shows that i had an outstanding purchase balance of {$230.00} on xx/xx/xxxx. i have enclosed the previous months statement to show that there were no other purchases prior to the one on xx/xx/xxxx. 
however, when i got the xxxx statement, it shows that i still have a purchase balance of {$210.00}. i have a promotional balance (@xxxx ) in xxxx of {$6900.00}. in xxxx, the promotional balance was {$7200.00} - a difference of {$380.00}. 

apparently, the payment ( above the minimum payment required by chase ) i thought would be applied to the purchase (@ 21.49 % ) was applied to the promotional balance first. it is my understanding that once the minimum payment has been met, payments in excess of the minimum would be applied to the highest interest rate balance first. this is not the first time that chase has skirted us financial law to turn a larger profit. i need help in rectifying this problem, because my logic fell on deaf ears at chase. thank you in advance for your assistance. 

respectfully, xxxx xxxx xxxx",-1,0.0,-1_the_xxxx_to_and
"on xx/xx/2018, while trying to book a xxxx  xxxx  ticket, i came across an offer for {$300.00} to be applied towards the ticket if i applied for a rewards card. i put in my information for the offer and within less than a minute, was notified via the screen that a decision could not be made. i immediately contacted xxxx and was referred to chase bank. i then immediately contacted chase bank within no more than 10minutes of getting the notification on the screen and i was told by the chase representative i spoke with that my application was denied but she could not state why. i asked for more information about the xxxx  offer and she explained that even if i had been approved, the credit offer only gets applied after the first account statement and could not be used to purchase the ticket. i then explicitly told her i was glad i got denied and i was absolutely no longer interested in the account. i asked that the application be withdrawn and the representative obliged. this all happened no later than 10mins after putting in the application on xx/xx/2018. notwithstanding my explicit request not to proceed with the application and contrary to what i was told by the chase representative, chase did in fact go ahead to open a credit account in my name on xx/xx/2018. this is now being reported in my credit report and chase has refused to correct this information on my credit report even though they went ahead to process an application which i did not consent to and out of their error.",-1,0.0,-1_the_xxxx_to_and
"my card went missing and i didnt realize it until today, i checked my email and they said there has been deposits and money taken out again. i had {$400.00} in my bank account and its gone.",-1,0.0,-1_the_xxxx_to_and
"on xx/xx/2019 we purchased a service with xxxx xxxx xxxx xxxx ( also known as xxxx   xxxx xxxx xxxx by xxxx xxxx ) for our group of 23 people to go to various islands and snorkeling activities out of xxxx. the bases of the dispute is that xxxx xxxx xxxx xxxx took us to 1 island only and did not follow thru with the itinerary that had been planned out. most of the conversation was over the phone. at the end of the day with much confusion xxxx xxxx xxxx xxxx charged my card {$4400.00} for services not rendered. this is the cause of the dispute. i tried dealing with xxxx xxxx xxxx xxxx and they were not budging on refunding us partial payment due to not following the itinerary that had been planned. so i then went to my credit card chase sapphire dispute department to resolve the issue. after many, many phone calls and months of dealing with this dispute, our credit card has sided with xxxx xxxx xxxx xxxx word over ours on what went on that day. basically xxxx xxxx xxxx xxxx has continuously lied about the events that day and even said they gave us a credit which was also another lie. i have spent so much time on this and can not believe that we as customers with a very good history have to deal with our credit card on this level. 

there was another large group lead by xxxx xxxx on this excursion who also felt they were not given what was promised. that group also disputed the charges and was refunded the money by their credit card company. 

on the attached pdf pages 12 -14 give details of what went wrong that day.",-1,0.0,-1_the_xxxx_to_and
"on xxxx xx/xx/2019, i made a {$300.00} payment to an online retailer using chase quick pay with xxxx on the chase website. i realized that this was a scam website after no confirmation, product, or response to any inquiries regarding the order and contacted chase to get more information about the transaction to attempt getting a refund through the retailers bank. 

i contacted chase via a secured message on xx/xx/2019 explaining what happened and asked "" is there a way to reverse this transaction, or do you have a contact at xxxx that can give me more information about the recipient? '' that xxxx, my message was reviewed and i received a response restating my original email and informing me that "" the transfer has been completed. however, as you mentioned that the website is a scam while we can handle most inquiries by email, some require the expertise of another team. in order to assist you better in regards to the refund we request you to call our consumer online technical support team. '' i called the number listed in the email and explained my situation to then be transferred to the claims department. i was directed to call xxxx and ask them about the transaction because chase did not have any information outside of what i provided when initiating the transfer. i felt like this agent was trying to get me to end the call as quickly as possible and i had to interrupt her closing script to ask for a contact number at xxxx and didn't have an opportunity to get any information about what the right questions would be to ask xxxx or what words and phrases i should use to get the information i was looking for. 

i called xxxx who's automated system initially directed me to call my bank because i used the banks app to initiate the transaction. i called xxxx again to navigate their menus and talk to a customer service agent. they told me that all of the information about the transaction would in chase 's system because i used the banks app to perform the transaction. she stayed on the line with me until i understood everything that i should ask and had a better understanding of the situation. i ended the call and called chase again. 

when i called chase the second time, the agent tried to look up the information about the receiving bank but could not find any additional information. she then asked me why i needed this information and i explained my situation again. i was once again transferred to the claims department, who told me that i needed to contact xxxx to get the information i was looking for. after i told her that i had already contacted them, she finally admitted that there was nothing that she could do due to the nature of the transaction and that these types of transactions are not secured. she said that chase had no information about the recipient other than the email address that i inputted and that the recipients banking information was not kept in the system. in both phone calls, they asked if i initiated that transaction, and used that to absolve themselves of all responsibility in regards to this matter. 

during this whole process, it felt like chase was not transparent about their policies regarding these types of transactions nor were they helpful in helping me get any information about the situation. these transactions are advertised as a "" fast, safe and easy way to send money, '' but seem to be a dangerous way to do business. i feel deceived by chase 's advertising and further victimized by the way i was treated by the members on their customer service team.",-1,0.0,-1_the_xxxx_to_and
"on or about xx/xx/2018, there were two unauthorized transactions made with my atm. the first one around xxxx xxxx., in the amount of {$170.00}. the second transaction was done at around xxxx xxxx. in the amount of {$60.00} and an additional charge of {$2.00} for using a non-chase bank atm. when both of these transactions were made i was asleep at home, ( xxxx, ca ). these transaction were made in the xxxx xxxx  xxxx xxxx, ca and xxxx xxxx, ca which is about 90 miles away from my home in xxxx, ca. 

on xx/xx/2018, i checked my account on my cell phone and noticed there was money missing on my account. i immediately contacted chase and brought the situation to their attention. the representative issue a reimbursement/credit of {$170.00} and {$60.00} to my account. the {$2.00} for using a non-chase atm was not reimbursed. i was under the impression that everything was taken care of and i had nothing to worry about. the bank canceled my atm card due to suspicious account activity and sent me a new atm card without me requesting a new atm card. 

however, on xx/xx/2018, chase bank canceled the reimbursement/credit of {$170.00} and {$60.00} made by to my account. i then contacted chase and i was told that there was nothing the bank can do about this situation, because the withdrawals were made using my pin number. i contacted chase bank a third time and spoke with a "" supervisor '' and was told the same thing, that they can not reimburse/credit my account. i asked the "" supervisor '' if it there was a possibility of obtaining video footage when these transactions were made. i was told that they could not do that.",-1,0.0,-1_the_xxxx_to_and
"with out notice j.p. morgan chase restricted my account by my debit card tuesday xx/xx/2019. on thursday xx/xx/2019 i went into a branch after being advised by a customer service representative that my account would actually be closed. i went into the branch to see how i can remove the funds that are in there currently in as well as if my direct deposit from my place of employment would be returned. the bank associate and the customer service representative assured me that the funds would post but they may take an additional business day. that saturday i attempted to go inside of a branch yet again to retrieve my funds that actually did post on friday, xx/xx/2019. upon looking at my account i realize that the funds have been reversed and no longer were present on my current statement. ive been called and i was told that it may take two business day stating tuesday, xx/xx/xxxx would be the date that my funds would be available to withdraw from a bank teller only. now, chase is informing me that i will be mailed a check into the three business days to recover the funds that are owed to me and left in my account currently. unfortunately, this has put me in an additional financial bind do two fees from late rent late car payments, etc. i am not being a short or giving written notice that these things will actually occur so that i have peace of mind in fact chase has handled my situation grossly i even had a bank teller inform me that my account looks suspicious after giving me a suspicious look myself. although i know that chase reserves the right to close my account at any time i do believe that their protocol has been in the past to give notice in the form of a written document. i am not being a shored or giving written notice that these things will actually occur so that i have peace of mind in fact chase has handled my situation grossly i even had a bank teller inform me that my account looks suspicious after giving me a suspicious look myself. although i know that chase reserves the right to close my account at any time i do believe that their protocol has been in the past to give notice in the form of a written document. this situation is truly affecting my livelihood and they dont seem to want to deal with me professionally. thank you",-1,0.0,-1_the_xxxx_to_and
chase i'm filing a complaint after disputing with all three reporting company 12 times and they are not fixing my problem so i have started lawsuits on all three so now i'm disputing direct with you i found a lot of fcra violation on account xxxx first violation is fcra 623 & 806 b you are not entering the consumer dispute marks on none of the reports after you have verified this account the law states that a creditor must must enter this information because it can not report on the consumer report. this is a violation of the fcra you could be sued {$1000.00} per bureau. violation number two you stated that this account has been closed but you are still reporting a monthly payment this is also a violation of the fcra another {$1000.00} per bureau. so please delete this account asap due to the violation of the fcra the law is very clear as to the civil liability and the remedy available to me if you fail to comply with federal law. i am a litigious consumer and fully intend on pursuing litigation in this matter to enforce my rights under the fcra. chase do not take this as a threat but i'm sick of dealing with the credit reporting company i'm taking action one down and two more court dates coming up here very soon,-1,0.0,-1_the_xxxx_to_and
"i pre-ordered an item on xx/xx/xxxx and paid {$350.00} with a chase credit card. the merchant, xxxx xxxx, gave an estimated product shipment date of "" xx/xx/xxxx. '' after waiting for this item for a significant amount of time, i decided to cancel the order as it did not appear that the item would ever be completed and shipped. on xx/xx/xxxx, i requested a refund from the merchant, xxxx xxxx on xx/xx/xxxx, the merchant stated that my order was cancelled, and the refund would return to the original method of payment in five business days. the original method of payment was a chase credit card that i had since closed. on xx/xx/xxxx, i sent a secure message to chase requesting that the refund be transferred to one of my open chase cards. i also followed up with a phone call that same week, and the representative i spoke to informed me that funds that are sent to closed accounts would be sent via check through the mail and could not be transferred to any existing accounts. on xx/xx/xxxx, i received a letter from chase indicating that my "" disputed charge '' would remain on my account and "" the merchant is not willing to credit your account. '' i followed up with a phone call to chase describing that this was a refund, not a dispute. the representative informed me that they did not have access to closed accounts. i explained my previous attempts via phone and message to locate these funds. they informed me to try to send a secure message again this time emphasizing that the refund i am looking for is on a closed account and that the previous representative may have looked for the refund on a different account. on xx/xx/xxxx, i sent another secure message with this information as well as the emails i received from the merchant about the refund ( see attachment ).  on xx/xx/xxxx, i received a letter from chase with similar language about "" the merchant is not willing to credit your account '' and "" we consider the charge valid based on the results of our research '' ( see attachment ). on xx/xx/xxxx, i followed up with the merchant, xxxx xxxx, requesting an alternate way to receive this refund given that my credit card company apparently can not locate the funds. on xx/xx/xxxx, the merchant provided a screenshot with their records that the funds had been refunded ( see attachment ). this was my last exchange trying to resolve this between the credit card or the merchant.",-1,0.0,-1_the_xxxx_to_and
"i deposited a check that was endorsed to two parties, and was told i needed verification of the funds. once verification was received my account was still closed and i was told my accounts remaining balance would be mailed to me. one check for the balance and another for the held funds of {$24000.00}. i was informed it would take 7 business days from xx/xx/2019. i received the funds two weeks later for an amount of xxxx, but i never received my check for xxxx. i have called once more to inquire and was told they could not see that account or any notes on my accounts closure what so ever. it was as if i never had this problem. i have the receipt of my deposit as well. i just want my money, i have been back and forth with the bank the entire month until they finally decided to do called mail everything and i have yet to receive the funds. it is causing financial hardship as i need the money to pay off a loan to lower my monthly dti and buy my home. this has been a financial hardship on my not only losing my account but that amount of money to be held is absolutely ludicrous.",-1,0.0,-1_the_xxxx_to_and
