text,topic,probability,topic_label
"on xx/xx/2019, i paid off my chase credit card in full and early for the third time in the four months i've had the card. when i paid the card off, the cs rep on the phone gave me a temporary credit increase so that i could use my card while the funds cleared. i paid {$3000.00}. i went to use my card on xx/xx/2019, and it was declined even though my online app said i had over {$2000.00} credit available. the purchase that was declined was a {$21.00} charge. i thought it might be the place where i was trying to use it, so i tried again with a charge a little over $ xxxx..again declined. i called xx/xx/2019, and the automated system said my card was declined due to insufficient funds, so i talked to another rep. she said chase was holding my money, and i told her my xxxx xxxx xxxx account was drawn for the {$3000.00} on xx/xx/2019 and that the last rep i spoke with had given me a temporary increase so that this wouldn't happen. she said that was true, but the temporary time period ended before they released the funds. to me, this is theft, since they are drawing interest on my money that i can no longer access nor use what i paid for ... credit on my chase credit card. i also missed out on airline points i could have accumulated. this is the second time this has happened to me.i expect chase to be treated as any criminal who steals.",-1,0.0,-1_the_xxxx_to_and
i upgraded my xxxx xxxx card in xx/xx/2018 and was told by the agent who did the upgrade my anniversary date would not change. it turned the agent was giving me the wrong information in order to upgrade the account. xxxx   changed my anniversary date from xx/xx/xxxx to xx/xx/xxxx without my consent! xxxx has the recording of the agent who was misled me.,-1,0.0,-1_the_xxxx_to_and
"my dispute is for not receiving services listed below : -- one night at the hotel in xxxx {$730.00} for friday xx/xx/2018. 
-- transportation to the hotel {$170.00} for friday xx/xx/2018. 
-- private city tour of xxxx {$220.00} for friday xx/xx/2018. 
-- xxxx xxxx private tour {$150.00} for friday xx/xx/2018. 
grand total of {$1200.00} reason for not receiving the services was that xxxx cancelled the flight from xxxx to xxxx for mechanical reasons. 
i started the process for the of the refund thru xxxx xxxx, i was told by xxxx xxxx that i needed to request the refund thru xxxx, which i did, i requested the refund and was told by xxxx that since i didn't purchase the ticket directly thru them but it was done thru a 3rd party i needed to go thru xxxx xxxx, i went back to them and was told that they will not refund me. 
i then started a dispute with my credit card chase visa for the charges, the credit card dispute department closed my dispute saying that the vendor stated that i did receive the services which is not true but my credit card closed the dispute after several attempts by me to reopen the dispute.",-1,0.0,-1_the_xxxx_to_and
i am a senior citizen that has been scammed by several companies from xxxx to xxxx. i have paid over {$17000.00} to these time share companies and they have did nothing at all. they were all misleading and i have tried to get a refund from them and my credit card. i have been unsucceful. i have all the information on every company that i have paid.,-1,0.0,-1_the_xxxx_to_and
"chase card was reported on xx/xx/2019. however, fraudulent application have been submitted my identity without my consent to fraudulently obtain services. do not extend credit without verifying the identity of the applicant.",-1,0.0,-1_the_xxxx_to_and
"i bought a new xxxx xxxx on xx/xx/xxxx from xxxx xxxx xxxx in xxxx. 
i paid the loan in xx/xx/xxxxbut chase financial never release the title. 
i contacted chase several time with no resolution. each time they told me they will release it but nothing was done. 
now i moved to another state and i can not get the registration in the other state because i do not have the title. 
i will be obliged to rent a car since i can not use my car",-1,0.0,-1_the_xxxx_to_and
my name is xxxx xxxx. i have missed a payment in xx/xx/2018 and was 30 days past due but now current. i applied numerous times for a loan modification to get loss mitigation assistance but did not get any help. chase only gave me a loan forbearance option. i am xxxx xxxx xxxx and have an issue with refinancing since my dti is too high because of excessive debt so i get declined every time and my credit score is too low at xxxx.,-1,0.0,-1_the_xxxx_to_and
"on xx/xx/2018, while trying to book a xxxx  xxxx  ticket, i came across an offer for {$300.00} to be applied towards the ticket if i applied for a rewards card. i put in my information for the offer and within less than a minute, was notified via the screen that a decision could not be made. i immediately contacted xxxx and was referred to chase bank. i then immediately contacted chase bank within no more than 10minutes of getting the notification on the screen and i was told by the chase representative i spoke with that my application was denied but she could not state why. i asked for more information about the xxxx  offer and she explained that even if i had been approved, the credit offer only gets applied after the first account statement and could not be used to purchase the ticket. i then explicitly told her i was glad i got denied and i was absolutely no longer interested in the account. i asked that the application be withdrawn and the representative obliged. this all happened no later than 10mins after putting in the application on xx/xx/2018. notwithstanding my explicit request not to proceed with the application and contrary to what i was told by the chase representative, chase did in fact go ahead to open a credit account in my name on xx/xx/2018. this is now being reported in my credit report and chase has refused to correct this information on my credit report even though they went ahead to process an application which i did not consent to and out of their error.",-1,0.0,-1_the_xxxx_to_and
"in xx/xx/2019, several transactions on my chase checking account was fraudulent so i filed a report with chase. instead of helping me, chase closed all my accounts and refused to have a banking relationship with me from then on. then chase froze all my money for a month and eventually sent me a balance after i had filed a complaint with cfpb. now a month later, chase tries to collect {$190.00} in debt that i have no idea where it came from. chase said the balance was a result of a fraudulent transaction that chase decided that i was responsible for.",-1,0.0,-1_the_xxxx_to_and
i have been trying to do a loan modification with chase and all they do is give me the runaround i'm 72 mo behind they dont let me make payments i have aens all doc in but always asking more,-1,0.0,-1_the_xxxx_to_and
unknown inquire reported on my credit bureau such as xxxx   and xxxx date xx/xx/2019name of company chase auto,-1,0.0,-1_the_xxxx_to_and
mishandling of this account by chase auto and xxxx.,-1,0.0,-1_the_xxxx_to_and
"my roommate was stealing my chase debit card and drivers license ; pretending to be me and withdrawing money from my account. he admitted that he figured out my pin because it happens to be the same as my phone password. 

he also admitted that he would sneak into my room while i was sleeping and put the card back before i woke up. 

he apologized but says he spent the money. i tried to dispute this with chase but they claim that since my debit card pin number was used that they cant prove it wasnt me. 

although they advertise that i have 100 % fraud protection they refuse to give me my money back. 

atm withdrawl - xx/xx/xxxx - {$200.00} atm withdrawl - xx/xx/xxxx - {$200.00} atm withdrawl - xx/xx/xxxx - {$280.00} atm withdrawl - xx/xx/xxxx - {$240.00} atm withdrawl - xx/xx/xxxx - {$2500.00} atm withdrawl - xx/xx/xxxx - {$980.00}",-1,0.0,-1_the_xxxx_to_and
"chase sent me an email today with the innocuous title "" important information regarding changes to your chase account '' ( they often use similar titles for ads and other communications ). 

in it, they force me into binding arbitration ( despite that never being something i had agreed to and never being a part of any contract between me and them ). 

they do include a method to opt out, but have no additional information about the consequences ( many other people i've seen who have had a similar problem are afraid that chase will close their account if they opt out ) and, even more egregiously, despite chase simply sending an email doing this, they require me to mail them a letter with my personal information enclosed in order to opt out. 

this is clearly less secure and a massive loss of both my time and money that is clearly being used solely to dissuade people from opting out. 

this is blatant malpractice by chase.",-1,0.0,-1_the_xxxx_to_and
"jp morgan chase bank, please answer the following questions : 1. ) on xx/xx/xxxx, xx/xx/xxxx,xx/xx/xxxx, xx/xx/xxxx & xx/xx/xxxx, jpmorgan chase accessed information about me through xxxx xxxx xxxx , xxxx. 
*what was the valid reason for accessing my personal information through xxxx xxxx xxxx , xxxx? 

2. ) the chase checking account that was closed recently during xx/xx/xxxx had a routing or xxxx number of xxxx, according to checks and statements provided to me by chase. 
xxxx xxxx xxxx showed chase reporting an xxxx routing number of xxxx, before and after i had disputed the xxxx number with chase. 
*why do these two routing numbers not match? 

3. ) xx/xx/xxxx, i received a response, from xxxx xxxx xxxx xxxx, to a dispute about information chase was providing on my report. dispute case id xxxx the information chase had been submitting was deleted due to disputed info being incomplete, inaccurate or unverifiable. 
*is this true? 

once again, i have asked 3. ) * questions. 

i will send the cfpb copies of the information i have pertaining to the 3 questions in this complaint, via us mail, which are the xxxx xxxx xxxx, xxxx reports i've received. 

thank you for your attention and humbly await your response,",-1,0.0,-1_the_xxxx_to_and
"during the summer months, i experience a decline income due to my employment. therefore, i request a one month payment extension with my auto loan company, chase. for the past almost fours years, my request for payment extension is granted. i have never been delinquent with my auto loan payment. however, on xx/xx/2019 my request for a one month payment extension was denied this year. i explained my situation to representative and the supervisor with no avail. after a lengthy discussion and waiting, i was informed the reason for the decline as it is not "" contractual ''. this reason for denial baffled me and therefore i emailed the office of xxxx xxxx executive director, communications, jpmorgan chase & co. a representative contacted me and stated chase will follow-up. about week later a representative of xxxx xxxx xxxx xxxx office called. the representative shared her role was help resolve the matter. the representative via conference call contacted the department handing my request. after, reviewing my information my request was still denied based on "" policy changes ''. i requested an explanation and representative stated a letter will be mailed with explanation. i have received xxxx letters the reason for denial was not "" policy changes ''. i would like cfpb help in exploring the denial of my payment extension request especially since i have been clear reason for denial.",-1,0.0,-1_the_xxxx_to_and
my chase amazon card was declined for a catering order i had placed for my brothers funeral in the amount of {$710.00}. i contacted chase around noon today xx/xx/2019 and was asked the last 4 numbers of my chase savings account and the other user on my account. i responded that i did not have a savings and i am only authorized user. customer rep told me they would call me back in 10 minutes to keep the line open. i didnt receive a call back after an hour so i contacted chase. from the first call i thought someone was using my card fraudulently. i spoke to the rep who transferred me to a supervisor xxxx who said the card was activated and the transaction would process. called the catering company and card was declined. i then used my xxxx  xxxx card to pay for the order. xxxx xxxx texted me asking if i was authorizing purchase and i responded yes. contacted caterer and xxxx  xxxx was declined. i contacted chase again spoke to rep was told the initial questions are used to trick people to see what there answer would be. she told me the cvv code was incorrectly being input by the caterer and i responded that i had gone over the numbers and cvv used was correct. she told me the card was cleared for the purchase and she would monitor it for 24 hours. called caterer - card declined. use a mastercard  which processed. went to use chase amazon at restaurant at xxxx pm tonight in the amount of {$63.00} - it was declined. i was told by chase i was not over limit. still frustrated figuring out multiple declines after several conversations with chase stating the card would be ok to use. embarrassed as the caterer kept suggesting i was over my limit which i pay my card in full every month and chase confirmed that i was under my limit with the {$710.00} transaction. never been declined by either chase or xxxx  xxxx before - today after multiple assurances that i was all set and card would be monitored to make sure transaction would clear - it never did,-1,0.0,-1_the_xxxx_to_and
"i opened the chase/xxxx xxxx rewards credit card. at the time i was verbally told that the offer was xxxx rapid reward points and a companion pass after spending $ xxxx in the first three months. i followed a link provided to open the credit card. now they are saying that the offer was over at the time and they have given me a much less valuable sign-up promotion that doesn't include the companion pass. the companion pass was the entire reason we signed-up and the reason the card was promoted to me. they have informed me that the offer was from jan 10-feb 11 and that my cc shows approval on the xxxx xxxx. the supervisor i spoke to said that they specifically don't send out offer details to confirm your offer when you sign up ( thus denying me evidence ) but also that they can't fix it without this evidence. i feel that their offer and subsequent actions are fraudulent and constitute deceptive practices. when i spoke to xxxx, they acknowledged that it doesn't seem right but stated that chase is the one who has to authorize the deals so the error was definitely on their end.",-1,0.0,-1_the_xxxx_to_and
"on xx/xx/2019 we purchased a service with xxxx xxxx xxxx xxxx ( also known as xxxx   xxxx xxxx xxxx by xxxx xxxx ) for our group of 23 people to go to various islands and snorkeling activities out of xxxx. the bases of the dispute is that xxxx xxxx xxxx xxxx took us to 1 island only and did not follow thru with the itinerary that had been planned out. most of the conversation was over the phone. at the end of the day with much confusion xxxx xxxx xxxx xxxx charged my card {$4400.00} for services not rendered. this is the cause of the dispute. i tried dealing with xxxx xxxx xxxx xxxx and they were not budging on refunding us partial payment due to not following the itinerary that had been planned. so i then went to my credit card chase sapphire dispute department to resolve the issue. after many, many phone calls and months of dealing with this dispute, our credit card has sided with xxxx xxxx xxxx xxxx word over ours on what went on that day. basically xxxx xxxx xxxx xxxx has continuously lied about the events that day and even said they gave us a credit which was also another lie. i have spent so much time on this and can not believe that we as customers with a very good history have to deal with our credit card on this level. 

there was another large group lead by xxxx xxxx on this excursion who also felt they were not given what was promised. that group also disputed the charges and was refunded the money by their credit card company. 

on the attached pdf pages 12 -14 give details of what went wrong that day.",-1,0.0,-1_the_xxxx_to_and
